Make,Model,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Emission standard,Price(EUR),Mileage(km),kW,Country
Volvo,Xc60,2010,Diesel,Crossover,Gray,Skien,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343584143,2.4 D5,5,14542.0,181000,121.0,Norway
Porsche,Panamera,2011,Petrol,Sedan,Black,Vestby,Automatic,https://www.finn.no/car/used/ad.html?finnkode=341967589,4.8 4S,5,33558.0,110723,298.0,Norway
Lamborghini,Aventador,2012,Petrol,Coupe,White,Vestby,Automatic,https://www.finn.no/car/used/ad.html?finnkode=338648507,6.5 lp 700-4,5,275353.0,49524,521.0,Norway
Škoda,Octavia,2019,Petrol,Wagon,Silver,Arendal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344662936,1.5 tsi,6,18844.0,86722,111.0,Norway
Toyota,Prius,2021,Hybrid,Hatchback,Black,Arendal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344663422,1.8,6,19704.0,74938,90.0,Norway
Land Rover,Range Rover Sport,2015,Petrol,Suv,Gray,Oslo,Automatic,https://www.finn.no/car/used/ad.html?finnkode=336767240,5.0,6,84240.0,122062,410.0,Norway
Volvo,V40 Cross Country,2014,Diesel,Wagon,Black,Drammen,Manual,https://www.finn.no/car/used/ad.html?finnkode=341592082,1.6,6,8518.0,245000,85.0,Norway
Toyota,Auris,2010,Petrol,Hatchback,Black,Skien,Manual,https://www.finn.no/car/used/ad.html?finnkode=341526455,1.3,5,6022.0,210000,73.0,Norway
Toyota,Auris,2011,Petrol,Hatchback,Black,Skien,Manual,https://www.finn.no/car/used/ad.html?finnkode=330468952,1.3,5,4732.0,219000,73.0,Norway
Volvo,Xc60,2010,Diesel,Crossover,Blue,Stange,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342943957,2.4 d3,5,8174.0,255200,121.0,Norway
Tesla,Model Y,2023,Electric,Suv,Black,Tromsø,Automatic,https://www.finn.no/car/used/ad.html?finnkode=296949094,electro,6,52403.0,7100,398.0,Norway
Mazda,Cx-60,2022,Hybrid,Suv,Gray,Oslo,Automatic,https://bruktbil.mobile.no/343283311,2.5,6,46371.0,17242,244.0,Norway
Hyundai,I30,2011,Diesel,Wagon,Silver,Skien,Manual,https://bruktbil.mobile.no/336314044,1.6 CRDi,5,6453.0,146000,67.0,Norway
Lexus,Ux,2023,Electric,Crossover,Gray,Bodø,Automatic,https://www.nordvik.no/bruktbil/339036727,300e,6,42154.0,4000,152.0,Norway
Subaru,Outback,2015,Petrol,Crossover,Black,Skien,Automatic,https://www.finn.no/car/used/ad.html?finnkode=325004699,2.5,6,17984.0,119500,130.0,Norway
Toyota,Prius,2007,Hybrid,Hatchback,Beige,Jessheim,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343178314,1.5,4,7649.0,101000,85.0,Norway
Mitsubishi,Outlander,2009,Petrol,Suv,Blue,Spydeberg,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345102073,2.4,5,6010.0,220459,126.0,Norway
Bentley,Flying Spur,2005,Petrol,Sedan,Blue,Drammen,Automatic,https://www.finn.no/car/used/ad.html?finnkode=272950223,6.0 W12,4,60233.0,109000,417.0,Norway
Volvo,Xc60,2012,Diesel,Crossover,Black,Trondheim,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345174912,2.4 D5,5,16263.0,192000,121.0,Norway
Mercedes Benz,Gle-Class,2017,Petrol,Coupe,Black,Skien,Automatic,https://www.finn.no/car/used/ad.html?finnkode=322273803,43 AMG,6,64535.0,133000,273.0,Norway
Opel,Vivaro,2018,Diesel,Van,Gray,Arendal,Manual,https://www.finn.no/car/used/ad.html?finnkode=344672487,1.6,6,38635.0,34808,93.0,Norway
Toyota,Prius,2009,Hybrid,Hatchback,White,Skien,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344695548,1.8,5,9385.0,98000,73.0,Norway
Opel,Insignia,2011,Diesel,Sedan,Black,Sola,Manual,https://www.finn.no/car/used/ad.html?finnkode=333347216,2.0,5,5082.0,167000,97.0,Norway
Peugeot,308,2015,Petrol,Wagon,White,Eidsvoll,Manual,https://www.finn.no/car/used/ad.html?finnkode=344873559,1.2 vti,6,10239.0,108003,97.0,Norway
Bmw,3 Series,2016,Petrol,Sedan,Silver,Levanger,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342892346,320i xDrive,6,24867.0,69000,137.0,Norway
Bentley,Flying Spur,2010,Petrol,Sedan,Black,Mandal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=339189829,6.0 W12,5,56783.0,100150,417.0,Norway
Opel,Insignia,2012,Diesel,Wagon,Gray,Sandnes,Manual,https://www.finn.no/car/used/ad.html?finnkode=331539204,2.0 CDTi,5,6797.0,157200,97.0,Norway
Mercedes Benz,Gle-Class,2017,Petrol,Coupe,Silver,Lillestrøm,Automatic,https://www.finn.no/car/used/ad.html?finnkode=332664218,43 AMG,6,63085.0,95500,273.0,Norway
Honda,Hr-V,2016,Petrol,Crossover,White,Stavanger,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344782309,1.5 i-VTEC,6,15402.0,98000,97.0,Norway
Jaguar,I-Pace,2018,Electric,Suv,Silver,Oslo,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342128053,EV400HSE,6,28394.0,95000,298.0,Norway
Mercedes Benz,Gle-Class,2017,Petrol,Coupe,Silver,Stavanger,Automatic,https://www.finn.no/car/used/ad.html?finnkode=341934694,400 4MATIC,6,54201.0,63000,248.0,Norway
Bmw,X1,2014,Diesel,Suv,Black,Arendal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344962388,xDrive18d,6,13595.0,153200,101.0,Norway
Alfa Romeo,Stelvio,2018,Petrol,Crossover,Red,Sandnes,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344659648,2.9,6,72194.0,80000,380.0,Norway
Toyota,Hilux,2018,Diesel,Pickup,Red,Ski,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343896822,2.4,6,25805.0,154000,111.0,Norway
Citroen,C4 Cactus,2014,Petrol,Hatchback,White,Drammen,Manual,https://www.finn.no/car/used/ad.html?finnkode=341096025,1.2,6,8602.0,81000,61.0,Norway
Isuzu,D-Max,2021,Diesel,Pickup,Orange,Tromsø,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342795583,1.9,6,51542.0,27413,121.0,Norway
Isuzu,D-Max,2022,Diesel,Pickup,Orange,Ski,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342787871,1.9,6,36992.0,75789,121.0,Norway
Volkswagen,Touran,2007,Diesel,Mpv,Black,Spydeberg,Automatic,https://www.finn.no/car/used/ad.html?finnkode=337806738,2.0,4,4116.0,257856,104.0,Norway
Tesla,Model S,2015,Electric,Sedan,Red,Sandnes,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344956773,electro,6,19704.0,131700,293.0,Norway
Peugeot,4008,2013,Petrol,Crossover,Gray,Lillestrøm,Manual,https://www.finn.no/car/used/ad.html?finnkode=340840747,1.6,5,7733.0,194300,85.0,Norway
Volvo,V60,2012,Diesel,Wagon,Orange,Fredrikstad,Manual,https://www.finn.no/car/used/ad.html?finnkode=344697144,2.0,5,9379.0,206800,121.0,Norway
Mercedes Benz,R-Class,2011,Diesel,Mpv,Black,Stavanger,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345165182,350 CDI,5,19782.0,171000,197.0,Norway
Škoda,Kodiaq,2018,Diesel,Suv,Blue,Hønefoss,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342857269,2.0 TDI,6,27449.0,171000,141.0,Norway
Bmw,X3,2013,Diesel,Suv,Black,Bergen,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342939660,xDrive20d,5,19300.0,127911,121.0,Norway
Škoda,Octavia,2014,Petrol,Wagon,Red,Ski,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343688725,1.4,6,10755.0,167000,104.0,Norway
Mazda,6,2010,Diesel,Sedan,Brown,Stavanger,Manual,https://www.finn.no/car/used/ad.html?finnkode=339945562,2.2 cd,5,5076.0,218000,96.0,Norway
Seres,Sf5,2023,Electric,Crossover,Black,Elverum,Automatic,https://www.finn.no/car/used/ad.html?finnkode=329945004,electro,6,51620.0,1,436.0,Norway
Lexus,Is,2009,Diesel,Sedan,Gray,Kolbotn,Manual,https://www.finn.no/car/used/ad.html?finnkode=343683035,220D,5,11960.0,134000,131.0,Norway
Peugeot,Partner,2016,Petrol,Pickup,Gray,Drammen,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345058734,1.6,6,9454.0,103000,73.0,Norway
Nissan,Leaf,2013,Electric,Hatchback,Gray,Nesbru,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344244583,Tekna,5,6444.0,68000,81.0,Norway
Mercedes Benz,Eqc,2021,Electric,Suv,Gray,Melhus,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344832345,400,6,42593.0,35000,304.0,Norway
Hyundai,I20,2012,Petrol,Hatchback,Black,Stavanger,Manual,https://www.finn.no/car/used/ad.html?finnkode=340443869,1.2,5,7658.0,61000,62.0,Norway
Volvo,Xc70,2012,Diesel,Crossover,White,Trondheim,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344713349,2.4,5,18844.0,203280,121.0,Norway
Bmw,4 Series,2015,Diesel,Coupe,Black,Hell,Automatic,https://www.finn.no/car/used/ad.html?finnkode=341106179,435d xDrive,6,36999.0,155000,233.0,Norway
Volkswagen,Touran,2017,Petrol,Mpv,Blue,Drøbak,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343856187,1.4,6,18921.0,170000,111.0,Norway
Volvo,Xc60,2016,Diesel,Crossover,White,Mandal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=341265480,2.4 D4 AWD,6,30108.0,129300,141.0,Norway
Jeep,Wrangler,2017,Diesel,Suv,Gray,Hell,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343879518,2.8 CRD,6,38720.0,108749,149.0,Norway
Tesla,Model S,2017,Electric,Sedan,Silver,Sarpsborg,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343723996,electro,6,21882.0,110300,314.0,Norway
Subaru,Outback,2010,Diesel,Crossover,Gray,Skjetten,Manual,https://www.finn.no/car/used/ad.html?finnkode=319297867,2.0 D,5,7735.0,242000,111.0,Norway
Mercedes Benz,Gls-Class,2017,Petrol,Suv,White,Hønefoss,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345157732,63 AMG,6,68782.79999999999,86200,436.0,Norway
Tesla,Model X,2016,Electric,Suv,Black,Nesbru,Automatic,https://www.finn.no/car/used/ad.html?finnkode=336710746,electro,6,49477.0,139500,575.0,Norway
Mazda,Cx-5,2014,Diesel,Crossover,Gray,Arendal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344663526,2.2 D,6,18844.0,97976,111.0,Norway
Bmw,X5,2014,Diesel,Suv,Black,Notodden,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343153210,xDrive30d,6,30917.0,259000,192.0,Norway
Volkswagen,Tiguan,2009,Diesel,Crossover,Gray,Kolbotn,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343450574,2.0 TDI 4Motion,5,5149.0,248000,104.0,Norway
Kia,Ev6,2023,Electric,Crossover,White,Elverum,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344671485,GT 77 kWh,6,54209.0,150,242.0,Norway
Mitsubishi,Asx,2014,Petrol,Crossover,Silver,Kopervik,Manual,https://www.finn.no/car/used/ad.html?finnkode=340098711,1.6,6,8114.0,153840,87.0,Norway
Volkswagen,Tiguan,2017,Diesel,Crossover,White,Mandal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344899924,2.0 TDI,6,25754.0,144511,111.0,Norway
Mazda,Cx-5,2017,Diesel,Crossover,Blue,Porsgrunn,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343265876,2.2 D,6,22363.0,95700,111.0,Norway
Land Rover,Range Rover Velar,2018,Diesel,Suv,Gray,Kristiansand,Automatic,https://www.finn.no/car/used/ad.html?finnkode=293964411,3.0,6,68795.0,55000,284.0,Norway
Mazda,Cx-5,2017,Petrol,Crossover,Black,Mandal,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344696683,2.5,6,24880.0,82482,143.0,Norway
Porsche,Cayenne,2014,Diesel,Suv,Black,Sem,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344783939,3.0 D,6,37801.0,149500,157.0,Norway
Ford,Focus,2010,Diesel,Wagon,Blue,Fredrikstad,Manual,https://www.finn.no/car/used/ad.html?finnkode=243368508,1.6 TDCi,5,3872.0,153500,67.0,Norway
Kia,Ev6,2023,Electric,Crossover,White,Elverum,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344671909,GT 77 kWh,6,51627.0,2211,242.0,Norway
Porsche,Cayenne,2014,Diesel,Suv,Black,Stavanger,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342796975,3.0 D,6,34333.0,134000,157.0,Norway
Alpina,B7,2004,Petrol,Sedan,Black,Haugesund,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342990363,4.4,3,23663.0,109500,372.0,Norway
Toyota,Rav4,2008,Diesel,Suv,Gray,Drammen,Manual,https://www.finn.no/car/used/ad.html?finnkode=344264635,2.2,4,6883.0,204000,101.0,Norway
Volvo,V60,2014,Diesel,Wagon,White,Oslo,Manual,https://www.finn.no/car/used/ad.html?finnkode=344914962,1.6 D2,6,9405.0,186000,85.0,Norway
Porsche,Cayenne,2014,Petrol,Suv,Black,Oslo,Automatic,https://www.finn.no/car/used/ad.html?finnkode=338683321,4.8,6,55070.0,123983,410.0,Norway
Saic,Marvel R,2022,Electric,Crossover,Blue,Skien,Automatic,https://www.finn.no/car/used/ad.html?finnkode=344618421,electro,6,30891.0,4000,133.0,Norway
Volkswagen,Golf,2014,Petrol,Wagon,Gray,Fredrikstad,Manual,https://www.finn.no/car/used/ad.html?finnkode=343867777,1.4 TSI,6,11100.0,122900,104.0,Norway
Nissan,Navara,2016,Diesel,Pickup,Gray,Ski,Automatic,https://www.finn.no/car/used/ad.html?finnkode=345200633,2.3,6,21503.0,153000,141.0,Norway
