Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Trim
"12,821 EUR (149,000 NOK)",Mazda,Cx-5,"237,000 km",2016,Diesel,Crossover,White,Kolbotn,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342986616,2.2 D
"30,108 EUR (349,900 NOK)",Tesla,Model X,"124,000 km",2016,Electric,Suv,Red,Siggerud,247 kW (336 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342014778,electro
"30,891 EUR (359,000 NOK)",Bmw,X5,"239,000 km",2014,Diesel,Suv,Black,Kolbotn,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341013879,xDrive30d
"45,596 EUR (529,900 NOK)",Mercedes Benz,S-Class,"106,200 km",2015,Diesel,Sedan,Silver,Stange,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339160238,350d 4Matic
"24,950 EUR (289,955 NOK)",Mercedes Benz,R-Class,"127,000 km",2013,Diesel,Mpv,Gray,Drammen,197 kW (268 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344149847,350 CDI
"6,797 EUR (79,000 NOK)",Renault,Zoe,"59,000 km",2017,Electric,Mini,Gray,Drammen,23 kW (31 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338397960,
"7,730 EUR (89,845 NOK)",Kia,Sportage,"231,000 km",2011,Diesel,Crossover,Black,Lillehammer,101 kW (137 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=324993939,2.0 CRDi
"17,580 EUR (204,305 NOK)",Mercedes Benz,E-Class,"186,000 km",2013,Diesel,Wagon,Gray,Moss,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343173874,
"32,689 EUR (379,900 NOK)",Toyota,Hilux,"80,500 km",2020,Diesel,Pickup,Gray,Ski,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344710043,2.4
"3,433 EUR (39,900 NOK)",Ford,Transit,"197,500 km",2009,Diesel,Van,White,Oslo,82 kW (112 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=325583157,2.2
"27,879 EUR (324,000 NOK)",Subaru,Xv,"88,000 km",2020,Petrol,Crossover,Gray,Skien,85 kW (116 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344141151,
"36,054 EUR (419,000 NOK)",Porsche,Cayenne,"114,735 km",2014,Diesel,Suv,Black,Hamar,157 kW (214 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344793820,3.0 diesel
"22,286 EUR (259,000 NOK)",Mercedes Benz,E-Class,"106,000 km",2013,Diesel,Sedan,Black,Sandnes,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344675078,
"10,239 EUR (119,000 NOK)",Volkswagen,Golf,"129,000 km",2014,Diesel,Wagon,Silver,Skien,78 kW (106 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=345259183,1.6 TDI
"5,119 EUR (59,500 NOK)",Volkswagen,Up!,"94,320 km",2013,Petrol,Mini,Silver,Stange,44 kW (60 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=196398877,1.0
"14,608 EUR (169,777 NOK)",Bmw,5 Series,"241,000 km",2011,Diesel,Sedan,Blue,As,157 kW (214 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319671044,
"47,240 EUR (549,000 NOK)",Toyota,Hilux,"18,800 km",2021,Diesel,Pickup,White,Larvik,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343004268,2.8
"107,473 EUR (1,249,000 NOK)",Bmw,X7,"38,564 km",2020,Diesel,Suv,Black,Fredrikstad,197 kW (268 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=335725803,xDrive30d
