Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"5,690 EUR",Ford,Focus,1.6,"290,000 km",2012,Diesel,Hatchback,Black,Ploieşti,86 kW (117 HP),Manual,https://lajumate.ro/ford-focus-mk316-diesel116cpeuro-5posibilitatea-ratebuyback-15518396.html,5
"8,200 EUR",Volvo,V60,2.4 D5 AWD,"230,537 km",2012,Diesel,Wagon,,Cluj Napoca,,Automatic,https://www.anuntul.ro/anunt-autoturism-volvo-v60-eaKoZy#NyJo9d%20,
"73,025 EUR",Bmw,7 Series,740d,"35,513 km",2023,Diesel,Sedan,Black,Arad,213 kW (290 HP),Automatic,https://bavariaused.com/produs/bmw-740d-duwrsg9jk2c2znjkwee9pq/,6
"54,537 EUR",Bmw,X3,M40d,"46,080 km",2023,Diesel,Suv,White,Arad,253 kW (344 HP),Automatic,https://bavariaused.com/produs/bmw-x3-m40d-duwrsg9jk2c2l0hmwee9pq/,6
"51,176 EUR",Bmw,X3,xDrive30d,"36,099 km",2023,Diesel,Suv,Blue,Arad,213 kW (290 HP),Automatic,https://bavariaused.com/produs/bmw-x3-xdrive30d-duwrsg9jk2c2dnjiwee9pq/,6
"43,613 EUR",Bmw,X3,xDrive20d,"15,320 km",2022,Diesel,Suv,Gray,Arad,141 kW (192 HP),Automatic,https://bavariaused.com/produs/bmw-x3-xdrive20d-duwrsg9jk2c2l0rjwee9pq/,6
"91,344 EUR",Bmw,M8,4.4,"25,901 km",2023,Petrol,Convertible,Black,Arad,466 kW (634 HP),Automatic,https://bavariaused.com/produs/bmw-m8-competition-cabrio-xdrive-duwrsg9jk2c2ugzmwee9pq/,6
"27,647 EUR",Bmw,X3,,"75,535 km",2021,Hybrid,Suv,Gray,Arad,217 kW (295 HP),Automatic,https://bavariaused.com/produs/bmw-x3-xdrive30e-duwrsg9jk2c3zlbjwee9pq/,6
"33,000 EUR",Cadillac,Ct6,3.0,"135,120 km",2016,Petrol,Sedan,,Bucureşti,306 kW (416 HP),Automatic,https://www.anuntul.ro/anunt-autoturism-cadillac-ct6-2knBNJ#NyJo9d%20,
"44,453 EUR",Bmw,M2,,"52,060 km",2021,Petrol,Coupe,Black,Arad,306 kW (416 HP),Automatic,https://bavariaused.com/produs/bmw-m2-competition-duwrsg9jk2c2l2zlwee9pq/,6
"33,327 EUR",Bmw,X1,,"25,160 km",2023,Petrol,Suv,White,Arad,101 kW (137 HP),Automatic,https://bavariaused.com/produs/bmw-x1-sdrive18i-duwrqw9jk2k2ufhawee9pq/,6
"66,798 EUR",Bmw,X7,,"72,637 km",2022,Diesel,Suv,Black,Arad,253 kW (344 HP),Automatic,https://bavariaused.com/produs/bmw-x7-xdrive40d-duwrsg9jk2c2dkhhwee9pq/,6
"24,285 EUR",Bmw,X1,,"52,203 km",2021,Hybrid,Suv,White,Arad,164 kW (223 HP),Automatic,https://bavariaused.com/produs/bmw-x1-xdrive25e-duwrsg9jk2c2znziwee9pq/,6
"62,941 EUR",Bmw,8 Series,M850i xDrive,"42,891 km",2023,Petrol,Coupe,White,Arad,395 kW (537 HP),Automatic,https://bavariaused.com/produs/bmw-m850i-xdrive-duwrsg9jk2c3uerrwee9pq/,6
"15,957 EUR",Mini,One,1.6,"27,296 km",2021,Petrol,Mini,Black,Arad,76 kW (103 HP),Manual,https://bavariaused.com/produs/mini-one-duwrsg9jk2c2dlrmwee9pq/,6
"17,990 EUR",Mazda,Cx-30,1.8,"188,000 km",2019,Diesel,Crossover,Black,Ploieşti,86 kW (117 HP),Automatic,https://carzz.ro/mazda-cx-30fab-102019euro518-diesel-116cp-posibilitate-rate-anunt_3407364.html,6
"12,600 EUR",Dacia,Duster,1.5 dCi,"156,330 km",2018,Diesel,Suv,,Cluj Napoca,,Manual,https://www.anuntul.ro/anunt-autoturism-dacia-duster-BqWk7Z#NyJo9d%20,
"14,000 EUR",Hyundai,Ix35,1.7,"228,592 km",2011,Diesel,Crossover,,Bucureşti,,Manual,https://www.anuntul.ro/anunt-autoturism-hyundai-ix35-ear23y#NyJo9d%20,
"26,999 EUR",Volkswagen,Passat,1.5,"27,600 km",2021,Petrol,Sedan,Gray,Constanţa,150 kW (204 HP),Automatic,https://cautimasina.ro/volkswagen-passat-2021-benzina-second-hand-info-65f4e26172d155a11ffb0456,6
"19,500 EUR",Land Rover,Discovery Sport,2.0,258 km,2017,Diesel,Suv,White,Bucureşti,111 kW (151 HP),Automatic,https://www.bestauto.ro/anunturi/auto-moto/masini-second-hand/land-rover/discovery-sport/anunt/land-rover-discovery-sport-2-0-l-td4-automatic-2017-57-258-km-1-999-cm3-diesel/g304f4ih7f2072h22787ffg677952979.html,6
"19,992 EUR",Nissan,X-Trail,1.6,"32,000 km",2016,Diesel,Suv,White,Bucureşti,97 kW (132 HP),Manual,https://www.bestauto.ro/anunturi/auto-moto/masini-second-hand/nissan/x-trail/anunt/ocazie-nissan-x-trail-1-6-cdi-2016-cu-motor-nou-32-000-km-inscris-in-civ-la-rar-si-ambreiaj-nou/8h5984g25dd27e4023d5df3297e37fhi.html,
"89,238 EUR",Porsche,Cayenne,4.0 Turbo,"94,744 km",2018,Petrol,Suv,,Bucureşti,404 kW (549 HP),Automatic,https://www.anuntul.ro/anunt-autoturism-porsche-cayenne-Zze8b1#NyJo9d%20,
"21,900 EUR",Škoda,Kodiaq,2.0,"209,000 km",2019,Diesel,Suv,,Oradea,139 kW (189 HP),Automatic,https://www.anuntul.ro/anunt-autoturism-skoda-kodiaq-xP49eW#NyJo9d%20,
"63,000 EUR",Ford,Tourneo Custom,2.0,"5,600 km",2019,Diesel,Van,Gray,Braşov,93 kW (126 HP),Automatic,https://www.bestauto.ro/anunturi/auto-moto/masini-second-hand/ford/tourneo-custom/anunt/autorulota-benimar-497-din-2019-5600-km-reali/g21g454eg45g7774d8208297631fi6i2.html,6
"62,941 EUR",Bmw,X6,xDrive30d,"25,360 km",2023,Diesel,Suv,White,Arad,213 kW (290 HP),Automatic,https://bavariaused.com/produs/bmw-x6-xdrive30d-duwrsg9jk2c3ufhzwee9pq/,6
"66,302 EUR",Bmw,X6,xDrive30d,"21,685 km",2023,Diesel,Suv,Black,Arad,213 kW (290 HP),Automatic,https://bavariaused.com/produs/bmw-x6-xdrive30d-duwrsg9jk2c3ufhrwee9pq/,6
"17,890 EUR",Audi,Q2,1.6,385 km,2019,Diesel,Crossover,Black,Oradea,86 kW (117 HP),Automatic,https://www.bestauto.ro/anunturi/auto-moto/masini-second-hand/audi/q2/anunt/audi-q2-2019-142-385-km-1598-cm3-diesel/0960g48h52h070h0213hd2hh37e37e19.html,6
"15,705 EUR",Mini,One,1.6,"55,857 km",2021,Petrol,Mini,White,Arad,76 kW (103 HP),Automatic,https://bavariaused.com/produs/mini-one-duwrsg9jk2c3uhjmwee9pq/,6
"60,873 EUR",Bmw,X5,xDrive40i,"37,384 km",2023,Petrol,Suv,Black,Arad,248 kW (337 HP),Automatic,https://bavariaused.com/produs/bmw-x5-xdrive40i-duwrsg9jk2c3ufbrwee9pq/,6
"66,378 EUR",Bmw,X5,M50i,"24,482 km",2023,Petrol,Suv,Black,Arad,395 kW (537 HP),Automatic,https://bavariaused.com/produs/bmw-x5-m50i-duwrsg9jk2c2l1hzwee9pq/,6
"61,260 EUR",Bmw,X5,xDrive40i,"23,073 km",2023,Petrol,Suv,Black,Arad,248 kW (337 HP),Automatic,https://bavariaused.com/produs/bmw-x5-xdrive40i-duwrsg9jk2c3uerjwee9pq/,6
"61,092 EUR",Bmw,X5,xDrive40i,"18,332 km",2023,Petrol,Suv,Black,Arad,248 kW (337 HP),Automatic,https://bavariaused.com/produs/bmw-x5-xdrive40i-duwrsg9jk2c3ufbmwee9pq/,6
"8,990 EUR",Volvo,S60,1.6,"202,373 km",2012,Petrol,Sedan,,Oradea,,Manual,https://www.anuntul.ro/anunt-autoturism-volvo-s60-eeVGv1#NyJo9d%20,
"34,999 EUR",Volvo,Xc90,2.0 D5 AWD,"95,000 km",2015,Diesel,Suv,,Iaşi,,Automatic,https://www.anuntul.ro/anunt-autoturism-volvo-xc90-mjrlkD#NyJo9d%20,
"8,999 EUR",Dacia,Duster,1.5 dCi,"237,000 km",2015,Diesel,Suv,,Bucureşti,,Manual,https://www.anuntul.ro/anunt-autoturism-dacia-duster-m3b0G0#NyJo9d%20,
"14,490 EUR",Dacia,Duster,1.5 dCi,"155,193 km",2018,Diesel,Suv,Blue,Constanţa,81 kW (110 HP),,https://www.leasingsh.ro/dacia-duster-2018-DAC52357.html,
"114,980 EUR",Bmw,M3,3.0 cs,239 km,2023,Petrol,Coupe,,Băneasa,410 kW (558 HP),Automatic,https://bavariaused.com/produs/bmw-m3-cs-177991/,6
"56,180 EUR",Bmw,8 Series,840d xDrive,"44,594 km",2019,Diesel,Coupe,,Băneasa,238 kW (324 HP),Automatic,https://bavariaused.com/produs/bmw-840d-xdrive-gran-coupe-134544/,6
"17,500 EUR",Hyundai,Tucson,2.0,"123,000 km",2018,Diesel,Suv,,Bucureşti,100 kW (136 HP),Manual,https://www.anuntul.ro/anunt-autoturism-hyundai-tucson-zMLXWV#NyJo9d%20,
"10,989 EUR",Peugeot,2008,1.5,"69,500 km",2019,Diesel,Crossover,White,Constanţa,76 kW (103 HP),,https://www.leasingsh.ro/peugeot-2008-2019-PEU51623.html,
"5,700 EUR",Volkswagen,Golf,1.2,"188,000 km",2012,Petrol,Hatchback,,Bucureşti,,Manual,https://www.anuntul.ro/anunt-autoturism-volkswagen-golf-Ve7mBk#NyJo9d%20,
"3,500 EUR",Hyundai,Accent,1.4,"115,000 km",2007,Petrol,Hatchback,,Timişoara,97 kW (132 HP),Manual,https://cautimasina.ro/hyundai-accent-2007-benzina-second-hand-info-65b2191ab1b22d0105a5efce,4
"29,900 EUR",Ford,Mustang,5.0 GT,"100,000 km",2015,Petrol,Coupe,,Sibiu,,Automatic,https://www.anuntul.ro/anunt-autoturism-ford-mustang-BqRbvk#NyJo9d%20,
"21,900 EUR",Dacia,Duster,1.5 dCi,"5,393 km",2022,Diesel,Suv,,Satu Mare,,Manual,https://www.anuntul.ro/anunt-autoturism-dacia-duster-2kOnrx#NyJo9d%20,
"23,890 EUR",Volkswagen,T-Cross,1.0 tsi,"22,400 km",2022,Petrol,Crossover,,Cluj Napoca,,Automatic,https://www.anuntul.ro/anunt-autoturism-volkswagen-t-cross-ZzVeO3#NyJo9d%20,
"82,980 EUR",Bmw,X6m,,"59,458 km",2021,Petrol,Suv,,Băneasa,447 kW (608 HP),Automatic,https://bavariaused.com/produs/bmw-x6-m-competition-154250/,6
"26,000 EUR",Škoda,Kodiaq,1.5,"87,680 km",2019,Petrol,Suv,,Galaţi,110 kW (150 HP),Automatic,https://www.anuntul.ro/anunt-autoturism-skoda-kodiaq-ZzVejl#NyJo9d%20,
"24,580 EUR",Bmw,1 Series,118i,"4,000 km",2023,Petrol,Coupe,,Băneasa,104 kW (141 HP),Automatic,https://bavariaused.com/produs/bmw-118i-187779/,6
"58,202 EUR",Land Rover,Range Rover Sport,3.0,"88,750 km",2017,Diesel,Suv,,Bucureşti,,Automatic,https://www.anuntul.ro/anunt-autoturism-land-rover-range-rover-sport-Vl29l7#NyJo9d%20,
"14,750 EUR",Dacia,Duster,1.5 dCi,"150,105 km",2019,Diesel,Suv,Gray,Bucureşti,85 kW (116 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52864.html,
"24,000 EUR",Volkswagen,Touareg,3.0 TDI V6,"174,200 km",2015,,Suv,Gray,Vaslui,195 kW (265 HP),Automatic,https://anunturi-auto.4tuning.ro/masini-second/vw/touareg/anunt-88661422.html,6
"14,450 EUR",Renault,Kadjar,1.5,"159,304 km",2017,Diesel,Suv,Gray,Bucureşti,82 kW (112 HP),,https://www.leasingsh.ro/renault-kadjar-2017-REN51804.html,
"29,569 EUR",Land Rover,Discovery,2.0,"92,671 km",2019,,Suv,Black,Constanţa,98 kW (133 HP),Automatic,https://www.leasingsh.ro/land-rover-discovery-2019-LAN42360.html,
"49,358 EUR",Audi,Q5,2.0,"64,420 km",2021,,Suv,Black,Constanţa,111 kW (151 HP),Automatic,https://www.leasingsh.ro/audi-q5-2021-AUD42476.html,
"88,080 EUR",Bmw,M8,4.4,"14,948 km",2022,Petrol,Coupe,,Băneasa,447 kW (608 HP),Automatic,https://bavariaused.com/produs/bmw-m8-competition-164702/,6
"19,000 EUR",Jeep,Cherokee,2.2,"100,000 km",2016,Diesel,Suv,,Bucureşti,147 kW (200 HP),Automatic,https://www.anuntul.ro/anunt-autoturism-jeep-cherokee-ZzVeZ6#NyJo9d%20,
"10,350 EUR",Bmw,X1,,"230,000 km",2013,,Suv,Gold,Iaşi,106 kW (144 HP),Manual,https://anunturi-auto.4tuning.ro/masini-second/bmw/x1/bmw-x1-euro-5-2013-88280839.html,5
"10,950 EUR",Renault,Captur,1.5 dCi,"117,283 km",2015,Diesel,Suv,Gray,Constanţa,67 kW (91 HP),,https://www.leasingsh.ro/renault-captur-2015-REN53357.html,
"13,950 EUR",Dacia,Duster,1.5 dCi,"157,572 km",2019,Diesel,Suv,Blue,Constanţa,81 kW (110 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52866.html,
"14,750 EUR",Dacia,Duster,1.5 dCi,"133,378 km",2019,Diesel,Suv,Blue,Roman,81 kW (110 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52867.html,
"14,250 EUR",Dacia,Duster,1.5 dCi,"119,641 km",2019,Diesel,Suv,Blue,Constanţa,82 kW (112 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52876.html,
"15,250 EUR",Dacia,Duster,1.5 dCi,"104,805 km",2019,Diesel,Suv,Blue,Bucureşti,82 kW (112 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52878.html,
"8,490 EUR",Volkswagen,Touran,2.0,"290,000 km",2012,Diesel,Mpv,,Ploieşti,104 kW (141 HP),Manual,https://lajumate.ro/volkswagen-touran-dsg-7-locuri-20-diesel-140-cp-euro-5-15518311.html,5
"20,450 EUR",Peugeot,5008,1.5,"125,333 km",2019,Diesel,Mpv,White,Constanţa,96 kW (131 HP),,https://www.leasingsh.ro/peugeot-5008-2019-PEU51795.html,
"14,750 EUR",Dacia,Duster,1.5 dCi,"115,198 km",2020,Diesel,Suv,Gray,Bucureşti,85 kW (116 HP),,https://www.leasingsh.ro/dacia-duster-2020-DAC53204.html,
"83,235 EUR",Ineos,Grenadier,3.0,"24,714 km",2023,Diesel,Suv,,Timişoara,185 kW (252 HP),Automatic,https://bavariaused.com/produs/ineos-grenadier-190453/,6
"80,639 EUR",Ineos,Grenadier,3.0,"6,400 km",2023,Diesel,Suv,,Sibiu,185 kW (252 HP),Automatic,https://bavariaused.com/produs/ineos-grenadier-190611/,6
"79,962 EUR",Ineos,Grenadier,3.0,"5,250 km",2023,Diesel,Suv,,Otopeni,185 kW (252 HP),Automatic,https://bavariaused.com/produs/ineos-grenadier-190614/,6
"81,340 EUR",Ineos,Grenadier,3.0,"5,100 km",2023,Petrol,Suv,,Braşov,213 kW (290 HP),Automatic,https://bavariaused.com/produs/ineos-grenadier-189201/,6
"10,890 EUR",Opel,Mokka,1.6,"118,000 km",2018,Diesel,Crossover,Black,Bucureşti,136 kW (185 HP),Manual,https://cautimasina.ro/opel-mokka-2018-diesel-second-hand-info-65dba6d4ce014d10e352af87,6
"57,980 EUR",Bmw,8 Series,M850i xDrive,"52,190 km",2021,Petrol,Coupe,,Timişoara,395 kW (537 HP),Automatic,https://bavariaused.com/produs/bmw-m850i-xdrive-gran-coupe-165620/,6
"9,750 EUR",Dacia,Sandero,1.5 dCi,"35,805 km",2020,Diesel,Hatchback,Blue,Roman,55 kW (75 HP),,https://www.leasingsh.ro/dacia-sandero-2020-DAC52456.html,
"34,990 EUR",Audi,Q7,3.0 TDI,"170,000 km",2015,Diesel,Suv,,Ploieşti,202 kW (275 HP),Automatic,https://lajumate.ro/audi-q7-3xsline-matrix-30-tdi-272-cpeuro-6posibilitate-buyback-15430831.html,6
"10,289 EUR",Citroen,C3 Aircross,1.6,"146,992 km",2019,Diesel,Suv,White,Constanţa,74 kW (101 HP),,https://www.leasingsh.ro/citroen-c3-aircross-2019-CIT53509.html,
"9,850 EUR",Bmw,X1,,"238,000 km",2013,Diesel,Suv,Beige,Iaşi,143 kW (194 HP),Manual,https://cautimasina.ro/bmw-x1-2013-diesel-second-hand-info-65f4dd9872d155a11ffb03a6,5
"15,250 EUR",Dacia,Duster,1.5 dCi,"136,053 km",2019,Diesel,Suv,Blue,Constanţa,81 kW (110 HP),,https://www.leasingsh.ro/dacia-duster-2019-DAC52868.html,
"27,899 EUR",Škoda,Kodiaq,2.0 2.0,"86,965 km",2018,Diesel,Suv,Gray,Iaşi,111 kW (151 HP),,https://www.leasingsh.ro/skoda-kodiaq-2018-SKO51651.html,
"44,349 EUR",Mercedes Benz,C-Class,,"34,314 km",2019,Petrol,,Gray,Constanţa,100 kW (136 HP),Automatic,https://www.leasingsh.ro/mercedes-benz-c-200-2019-MER42233.html,
