Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"21,740 EUR",Nissan,Leaf,e+ 62 kWh,"56,644 km",2019,Electric,Hatchback,Gray,Tilburg,162 kW (220 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/nissan/leaf-e-n-connecta-62-kwh-navigatie-apple-carplayandroid-auto-led-verlichting-rondomzicht-camera/18712051,
"2,895 EUR",Toyota,Aygo,1.0,"169,326 km",2009,Petrol,Mini,Blue,Emmen,50 kW (68 HP),Manual,https://www.marktplaats.nl/v/auto-s/toyota/m2081857491-toyota-aygo-1-0-12v-dynamic-blue-airco-elektrische-ramen-au,
"5,499 EUR",Ford,Focus,1.0 titanium,"198,140 km",2015,Petrol,Wagon,Silver,Wierden,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-wagon-10-titanium-edition-trekhaak/18744951,
"17,800 EUR",Opel,Corsa,1.2,"26,490 km",2022,Petrol,Van,Black,Hardenberg,76 kW (103 HP),Manual,https://www.eurostocks.com/nl/voertuigen/autos/kleine-auto/vehicle/2543689/opel-corsa-12-100-pk-blackorange-edition-airco-dak-zwart-17-lmv-pdc-achter-cruise-control-stoelverwarming,
"4,895 EUR",Citroen,C4,1.6 VTi,"207,740 km",2012,Petrol,Hatchback,Silver,Emmen,89 kW (121 HP),Manual,https://www.marktplaats.nl/v/auto-s/citroen/m2083829088-citroen-c4-1-6-vti-collection-navigatie-climate-control-tr,
"7,450 EUR",Seat,Ibiza,1.0,"198,730 km",2016,Petrol,Hatchback,White,Vlaardingen,72 kW (98 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/seat/ibiza-10-ecotsi-style-connect-airconavicruisecontrol/18661171,
"17,445 EUR",Opel,Corsa,1.2,"56,745 km",2021,Petrol,Van,Black,Helmond,55 kW (75 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/opel/corsa-12-elegance-cruise-climate-camera-info-bas-0492-588982-info-bas-0492-588982-whatsapp-0492588988/18773192,
"13,499 EUR",Peugeot,308,1.2 puretech,"101,285 km",2019,Petrol,Wagon,Silver,Stadskanaal,82 kW (112 HP),Manual,https://www.autotrader.nl/auto/voertuig/peugeot-308-sw-12-puretech-blue-lease-executive-pano-ac-cc-benzine/66a39aff-9bc3-41b5-8862-680639cddf35/,
"9,440 EUR",Chevrolet,Cruze,1.4 LTZ,"90,047 km",2012,Petrol,Sedan,Silver,Tilburg,105 kW (143 HP),Automatic,https://www.vanmossel.nl/voorraad/s/1358878-chevrolet-cruze,
"10,299 EUR",Toyota,Aygo,1.0,"89,932 km",2017,Petrol,Mini,Red,Goes,51 kW (69 HP),Manual,https://www.zeelandnet.nl/prikbord/toyota-aygo-10-vvt-i-x-sport-lmv-parkeercamera-airco-cruise-control/a/6365601,
"13,445 EUR",Volkswagen,Golf,1.0 tsi,"137,920 km",2018,Petrol,Hatchback,Silver,Stolwijk,86 kW (117 HP),Manual,https://autovooru.nl/volkswagen-golf~164-536-3c1340.html,
"22,445 EUR",Bmw,X1,2.0 sdrive20i,"100,553 km",2015,Petrol,Suv,Gray,Middelburg,137 kW (186 HP),Automatic,https://www.zeelandnet.nl/prikbord/bmw-x1-sdrive20i-chrome-line-trekhaak-panoramadak-navigatie-full-map-leder-stoelverwarming-bi-xenon-sportstoelen-rijklaarprijs/a/6150497,
"15,900 EUR",Opel,Corsa,1.2,"47,816 km",2020,Petrol,Van,Orange,Nijkerk,75 kW (102 HP),Automatic,https://www.autoscout24.nl/aanbod/opel-corsa-1-2-gs-line-nl-auto-half-leder-camera-carpla-benzine-oranje-78349183-24a0-4c89-985a-993fd175fa86,6
"13,450 EUR",Opel,Corsa,1.2,"41,986 km",2020,Petrol,Hatchback,Black,Roermond,55 kW (75 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/opel/corsa-12-75pk-edition-airco-cruise-control-5-deurs/18733904,
"12,445 EUR",Seat,Leon,2.8 cupra,"108,417 km",2016,Petrol,Hatchback,Black,Stolwijk,82 kW (112 HP),Manual,https://www.vaartland.nl/occasion/seat/leon/1-2-tsi-style-4/k-779-vg,
"16,700 EUR",Citroen,C3,1.2 puretech,"33,434 km",2022,Petrol,Hatchback,Yellow,Oud Beijerland,61 kW (83 HP),Automatic,https://www.zeelandnet.nl/prikbord/citroen-c3-puretech-82-c-series-apple-carplay-stoelverwarming-climate-control/a/6197197,
"19,745 EUR",Škoda,Octavia,1.0 tsi,"87,768 km",2020,Petrol,Wagon,Black,Stolwijk,82 kW (112 HP),Manual,https://www.vaartland.nl/occasion/skoda/octavia/1-0-tsi-ambition-business-ed-nieuw-model/k-998-dz,
"18,900 EUR",Renault,Megane,1.3 TCe,"102,238 km",2021,Hybrid,Wagon,Black,Rijswijk,117 kW (159 HP),Automatic,https://www.autotrader.nl/auto/voertuig/renault-megane-13-tce-158-pk-automaat-estate-rs-line-sfeerve-benzine/c3af363f-fa73-4571-baa7-66f9ad3d258e/,
"18,745 EUR",Seat,Ateca,1.0 tsi,"120,876 km",2019,Petrol,Suv,Silver,Stolwijk,86 kW (117 HP),Manual,https://www.marktplaats.nl/v/auto-s/seat/m2083707529-seat-ateca-1-0-tsi-style-business-intense-panorama-led-nav,
"9,450 EUR",Peugeot,308,1.2 puretech,"136,370 km",2016,Petrol,Wagon,Red,Ochten,82 kW (112 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/peugeot/308-sw-12-puretech-style-dealer-onderh-trekhaak-navigatie/18769843,
"20,185 EUR",Kia,Picanto,1.0,"6,428 km",2023,Petrol,Mini,Black,Oss,49 kW (67 HP),Automatic,https://www.autotrader.nl/auto/voertuig/kia-picanto-10-dpi-dynamicline-automaat-navigatie-apple-c-benzine/38e5a08f-55e0-40ad-a56a-add89aed418b/,
"9,450 EUR",Ford,Grand C-Max,1.0,"132,122 km",2014,Petrol,Mpv,Blue,Spijkenisse,93 kW (126 HP),Manual,https://www.autokopen.nl/tweedehands-auto/ford/grand-c-max/9182409-ford-grand-c-max-10-edition-7p-trekhaak-clima-pdc-airco,
"21,950 EUR",Nissan,Qashqai,1.2,"59,498 km",2018,Petrol,Crossover,Black,Haarlem,86 kW (117 HP),Automatic,https://www.viabovag.nl/auto/aanbod/nissan-qashqai-automaat-12-acenta-connect-uy41l2l,6
"19,400 EUR",Renault,Megane,1.3 TCe,"52,040 km",2019,Hybrid,Wagon,Blue,Nijkerk,105 kW (143 HP),Manual,https://www.autokopen.nl/tweedehands-auto/renault/megane/9186531-renault-megane-estate-13-tce-140-bose-87-inch-navi-easy-life-pack-trekhaak-1700kg-camer,
"31,900 EUR",Nissan,Juke,1.0 DIG-T,"12,285 km",2023,Petrol,Crossover,White,Middelburg,85 kW (116 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-juke-10-dig-t-n-design-navigatie-camera-apple-carplayandroid-auto-19-velgen-cruise-climate-control-rijklaarprijs/a/6156077,
"10,400 EUR",Renault,Clio,0.9 tce,"66,427 km",2017,Petrol,Wagon,Black,Rijswijk,67 kW (91 HP),Manual,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2551331/renault-clio-09-tce-estate-limited,
"19,795 EUR",Opel,Crossland X,1.2 Turbo,"20,089 km",2019,Petrol,Suv,Silver,Middelburg,97 kW (132 HP),Automatic,https://www.zeelandnet.nl/prikbord/opel-crossland-x-12-turbo-innovation-safety-pack-130pk-navigatie-camera-apple-carpalyandroid-auto-dodehoek-detectie-led-koplampen-comfortstoelen-rijklaarprijs/a/6389889,
"18,895 EUR",Ford,Focus,1.0 ecoboost st,"61,568 km",2020,Petrol,Hatchback,Blue,Raalte,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-10-ecoboost-125-pk-st-line-business-stoelverwaring-navi-cruise-clima-app-connect-pdc-voor-achter/18692941,
"6,448 EUR",Ford,Grand C-Max,1.0,"226,482 km",2013,Petrol,Mpv,Black,Emmen,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/grand-c-max-10-trend-7p-airco-cruise-control-navigatie-trekhaak-inruil-mogelijk/18630370,
"11,999 EUR",Mercedes Benz,E-Class,280,"503,542 km",2016,Diesel,Wagon,Black,Wierden,144 kW (196 HP),Automatic,https://autovooru.nl/mercedesbenz-eklasse~129-469-3c4f7c.html,
"13,499 EUR",Peugeot,308,1.2 puretech,"111,089 km",2020,Petrol,Wagon,White,Stadskanaal,82 kW (112 HP),Manual,https://autovooru.nl/peugeot-308sw~13b-1ed-3af589.html,
"9,940 EUR",Opel,Astra,1.0,"142,615 km",2016,Petrol,Wagon,Black,Emmen,78 kW (106 HP),Automatic,https://www.autotrader.nl/auto/voertuig/opel-astra-sports-tourer-10-innovation-ecc-adaptieve-cruise-benzine/ac5dab50-28a3-4234-a99f-2f44d9cc6be8/,
"16,700 EUR",Citroen,C3,1.2 puretech,"73,055 km",2019,Petrol,Hatchback,Black,Waalwijk,82 kW (112 HP),Automatic,https://autovooru.nl/citroen-c3~e0-372-3c0ed7.html,
"13,950 EUR",Nissan,Micra,0.9,"20,456 km",2018,Petrol,Mini,Silver,Middelburg,67 kW (91 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-micra-09-ig-t-n-connecta-navigatie-camera-airco-cruise-control-dab-park-sensor-16-velgen-rijklaarprijs/a/6407397,
"3,999 EUR",Volkswagen,Golf,1.2 TSI,"308,505 km",2011,Petrol,Wagon,Black,Wierden,78 kW (106 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/golf-variant-12-tsi-highline-bluemotion-trekhaak/18710373,
"3,448 EUR",Seat,Ibiza,1.2 TDI,"334,559 km",2010,Diesel,Wagon,Black,Emmen,55 kW (75 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2518797/seat-ibiza-st-12-tdi-style-ecomotive-ecc-cruise-control-navigatie-100-onderhouden-licht-metaal-inruil-mogelijk,
"18,900 EUR",Ford,Focus,2.0 ST,"133,028 km",2015,Petrol,Hatchback,White,Gennep,186 kW (253 HP),Manual,https://www.autotrader.nl/auto/voertuig/ford-focus-20-st-2-250pk-remus-uitlaat-zeer-mooi-benzine/b16d8f70-6a10-40b4-a47b-79e6c4da4025/,
"17,445 EUR",Mercedes Benz,Gla-Class,180,"185,644 km",2016,Petrol,Suv,Green,Stolwijk,91 kW (124 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/mercedes-benz/gla-klasse-180-ambition-aut-navi-pano-leder/18769945,
"10,925 EUR",Bmw,1 Series,123d,"52,673 km",2010,Diesel,Hatchback,White,Moordrecht,152 kW (207 HP),Automatic,https://www.marktplaats.nl/v/auto-s/bmw/m2087186720-bmw-1-serie-123d-business-line-navigatie-schuifdak-lic,
"20,450 EUR",Nissan,Juke,1.0,"24,864 km",2020,Petrol,Crossover,Red,Harderwijk,87 kW (118 HP),Manual,https://www.autotrader.nl/auto/voertuig/nissan-juke-10-dig-t-acenta-comfort-pack-benzine/38a8ff1c-22f8-46ce-be6e-3209345a699d/,
"19,500 EUR",Ford,Focus,1.5 EcoBoost,"110,589 km",2019,Petrol,Hatchback,Black,Rijswijk,134 kW (182 HP),Manual,https://www.autoscout24.nl/aanbod/ford-focus-1-5-ecoboost-180-pk-st-line-business-camera-b-o-benzine-zwart-ff74c6aa-19fa-4c98-8b03-bc5597639676,
"32,900 EUR",Volvo,V60,2.0 t4,"81,841 km",2020,Petrol,Wagon,Gray,Nijkerk,157 kW (214 HP),Automatic,https://www.autoscout24.nl/aanbod/volvo-v60-2-0-t4-momentum-pro-nl-auto-stoelverw-stuurwie-benzine-grijs-d9435652-1b54-45ee-9fb1-627a9fff201f,
"17,900 EUR",Ford,Focus,1.0 ecoboost titanium,"68,596 km",2018,Petrol,Hatchback,Black,Putten,93 kW (126 HP),Manual,https://www.marktplaats.nl/v/auto-s/ford/m2083823860-ford-focus-1-0-125pk-ecoboost-titanium-pano-dak-b-o-led-keyl,
"6,900 EUR",Fiat,500,0.9 TwinAir,"124,055 km",2011,Petrol,Mini,White,Oudewater,64 kW (87 HP),Manual,https://autovooru.nl/fiat-500~f5-23b-3bb007.html,
"16,400 EUR",Seat,Ibiza,1.0 fr tsi,"107,209 km",2019,Petrol,Hatchback,Blue,Ede,70 kW (95 HP),Manual,https://www.valleiautogroep.nl/auto-zoeken/seat-ibiza-1-0-tsi-95pk-fr-business-intense-37471269,
"13,490 EUR",Škoda,Yeti,1.2 TSI,"85,151 km",2015,Petrol,Crossover,Black,Winterswijk,78 kW (106 HP),Manual,https://autovooru.nl/skoda-yeti~14e-9e3-3bd1c7.html,
"17,995 EUR",Bmw,X3,xDrive20i,"183,460 km",2012,Petrol,Suv,Brown,Franeker,137 kW (186 HP),Automatic,https://www.autotrader.nl/auto/voertuig/bmw-x3-xdrive20i-high-executive-i-leder-i-pano-i-19-i-n-benzine/d669e03b-08b8-4f35-a525-b4f7789284ca/,
"12,500 EUR",Citroen,C4 Cactus,1.2,"90,000 km",2018,Petrol,Hatchback,Silver,Kerkrade,61 kW (83 HP),Manual,https://www.autoscout24.nl/aanbod/citroen-c4-cactus-1-2-puretech-navigatie-camera-trekhaak-benzine-grijs-e0cc0544-1237-4d4a-9c9b-6f34d6b0dc40,
"16,945 EUR",Mini,Cooper,1.5,"74,200 km",2014,Electric,Hatchback,Silver,Waalwijk,101 kW (137 HP),Automatic,https://www.autoscout24.nl/aanbod/mini-cooper-1-5-chili-ii-panodak-sportleder-navi-pro-ecc-2-benzine-grijs-cce9c4ad-9af6-4222-8f17-871bd0e79c90,
"11,745 EUR",Ford,C-Max,1.0 EcoBoost,"93,837 km",2016,Petrol,Mpv,Silver,Leiden,75 kW (102 HP),Manual,https://www.viabovag.nl/auto/aanbod/ford-c-max-10-ecoboost-titanium-lentesale-stuurverwarming-cruise-7e0xz59,
"14,950 EUR",Volkswagen,Passat,1.4 TSI ACT,"153,376 km",2016,Petrol,Sedan,Silver,Helmond,111 kW (151 HP),Automatic,https://www.autoscout24.nl/aanbod/volkswagen-passat-1-4-tsi-act-comfortline-navi-pdc-info-sven-0-benzine-grijs-2bc64760-7667-4822-bca9-103a994c9b7f,6
"6,950 EUR",Ford,Focus,2.0 Titanium,"144,444 km",2007,Petrol,Convertible,Beige,Barneveld,108 kW (147 HP),Manual,https://autovooru.nl/ford-focuscc~f8-4fa-3c1582.html,
"14,449 EUR",Nissan,Qashqai,1.2,"117,346 km",2015,Petrol,Crossover,Brown,Tilburg,86 kW (117 HP),Automatic,https://www.autotrader.nl/auto/voertuig/nissan-qashqai-12-acenta-automaat-2015-1e-eiegnaar-navi-benzine/6df4b9b6-d7bb-4b2f-875d-20e36cecbda2/,
"13,450 EUR",Audi,A3,1.2 s tfsi,"191,524 km",2016,Petrol,Hatchback,Black,Dronten,82 kW (112 HP),Automatic,https://www.autoscout24.nl/aanbod/audi-a3-sportback-1-2-tfsi-automaat-s-line-adrenaline-uitv-benzine-zwart-5b101ef7-e30c-43af-beb5-e04e4a4d2fc0,
"10,425 EUR",Nissan,Note,1.2,"41,192 km",2014,Petrol,Mpv,Silver,Moordrecht,61 kW (83 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/mpv-van-minibus/vehicle/2554138/nissan-note-12-connect-edition-climate-control-navigatie-lichtmetalen-velgen,5
"11,750 EUR",Citroen,Ds4,1.6 THP,"96,864 km",2012,Petrol,Hatchback,Black,Dronten,116 kW (158 HP),Automatic,https://www.autoscout24.nl/aanbod/citroen-ds4-1-6-thp-so-chic-automaat-clima-airco-navigatie-cru-benzine-zwart-cad18b33-c64e-4fe3-8f08-6d1bc06d379a,
"14,950 EUR",Bmw,2 Series,218i,"186,351 km",2016,Petrol,Coupe,Blue,Haelen,101 kW (137 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/bmw/2-serie-coupe-218-218i/17338258,
"19,240 EUR",Renault,Clio,1.0 tce,"29,202 km",2023,Petrol,Hatchback,Silver,Zaltbommel,67 kW (91 HP),Manual,https://www.marktplaats.nl/v/auto-s/renault/m2086494081-renault-clio-1-0-tce-90-evolution-navigatie-airco-park,
"7,395 EUR",Alfa Romeo,Mito,0.9 TwinAir,"160,397 km",2015,Petrol,Hatchback,Black,Emmen,73 kW (99 HP),Manual,https://www.autoscout24.nl/aanbod/alfa-romeo-mito-0-9-twinair-junior-navigatie-airco-climate-contr-benzine-zwart-676385e8-5637-4799-ac67-95b7a60d20be,
"16,400 EUR",Renault,Megane,1.3 TCe,"110,690 km",2019,Hybrid,Wagon,Black,Rijswijk,105 kW (143 HP),Automatic,https://www.autotrader.nl/auto/voertuig/renault-megane-13-tce-140-pk-estate-bose-camera-benzine/92cc4c82-64a6-436d-9577-516bb7b56dc1/,
"18,900 EUR",Bmw,1 Series,M135i,"199,987 km",2013,Petrol,Hatchback,Silver,Haaksbergen,238 kW (324 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/bmw/1-serie-m135i-xd-high-exe-leder-19-inch-aut/18593351,
"16,850 EUR",Nissan,Qashqai,1.2,"139,370 km",2018,Petrol,Crossover,Black,Nijkerk,86 kW (117 HP),Automatic,https://www.autotrader.nl/auto/voertuig/nissan-qashqai-12-n-connecta-cruise-lane-ass-camera-nav-benzine/8119f75d-9708-4f75-9ea2-eccc37f37512/,
"3,395 EUR",Mitsubishi,Grandis,2.4,"280,133 km",2005,Petrol,Mpv,Silver,Emmen,123 kW (167 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/mpv-van-minibus/vehicle/2506669/mitsubishi-grandis-2416v-intense-7-persoons-elektrische-ramen-airco-trekhaak,
"18,430 EUR",Nissan,Qashqai,1.2,"106,451 km",2019,Petrol,Crossover,White,Purmerend,86 kW (117 HP),Manual,https://www.viabovag.nl/auto/aanbod/nissan-qashqai-12-n-connecta-qn82ny5,
"10,450 EUR",Ford,Fiesta,1.0 EcoBoost,"73,110 km",2014,Petrol,Hatchback,Black,Apeldoorn,104 kW (141 HP),Manual,https://www.autotrader.nl/auto/voertuig/ford-fiesta-10-ecoboost-red-black-edition-140pk-nw-apk-benzine/cbba9498-a5d7-463b-8e3a-0fc3afa868f8/,
"7,650 EUR",Ford,Fiesta,1.0 EcoBoost,"178,626 km",2014,Petrol,Hatchback,Blue,Heerenveen,75 kW (102 HP),Manual,https://autovooru.nl/ford-fiesta~f8-4da-3b75cb.html,
"13,900 EUR",Peugeot,208,1.2 puretech,"38,001 km",2018,Petrol,Hatchback,Silver,Apeldoorn,82 kW (112 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/peugeot/208-12-puretech-gt-line-clima-cruise-navi-camera/18638527,
"6,995 EUR",Volvo,V70,2.4,"231,232 km",2007,Petrol,Wagon,Silver,Oss,126 kW (171 HP),Automatic,https://www.autotrader.nl/auto/voertuig/volvo-v70-24-momentum-170pk-clima-leder-youngtimer-benzine/775989e5-8f32-4ab0-bd0f-05d63637ecc0/,
"15,450 EUR",Škoda,Octavia,1.5 tsi,"172,210 km",2020,Petrol,Wagon,Silver,Haarlem,111 kW (151 HP),Automatic,https://www.autotrader.nl/auto/voertuig/skoda-octavia-combi-15-tsi-greentech-business-edition-automaat-benzine/c22e870f-84c7-4d42-82b6-2457c7a0114c/,
"18,900 EUR",Bmw,6 Series,645Ci,"195,000 km",2004,Petrol,Convertible,Black,Heerlen,248 kW (337 HP),Automatic,https://www.autoscout24.nl/aanbod/bmw-645-cabrio-645ci-benzine-grijs-bd9510d6-ac5d-4c8f-be21-aecc2bbd6998,
"10,900 EUR",Volkswagen,Polo,1.2 TSI,"106,099 km",2016,Petrol,Hatchback,Silver,Nijkerk,67 kW (91 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/polo-12-tsi-highline-dealer-onderhouden-airco-apk-tm-09-11-2025-cruise-lmv/18727548,
"19,400 EUR",Bmw,I3,,"86,089 km",2019,Electric,Hatchback,Blue,Tilburg,126 kW (171 HP),Automatic,https://www.autotrader.nl/auto/voertuig/bmw-i3-basis-120ah-42-kwh-navi-keyless-pdc-v-plus-a-pa-elektrisch/5f26a5de-7c2f-4241-bb1e-83a1c38d58e9/,
"17,790 EUR",Volkswagen,T-Cross,1.0 tsi,"92,452 km",2019,Petrol,Crossover,Black,Nederweert,70 kW (95 HP),Automatic,https://autovooru.nl/volkswagen-T-cross~164-bd3-3b537e.html,
"10,440 EUR",Škoda,Fabia,1.0 tsi,"119,413 km",2018,Petrol,Hatchback,White,Elburg,70 kW (95 HP),Manual,https://autovooru.nl/skoda-fabia~14e-4c7-3bc665.html,
"7,900 EUR",Mini,Cooper,1.6,"189,438 km",2012,Electric,Hatchback,White,Nijkerk,90 kW (122 HP),Automatic,https://www.autoscout24.nl/aanbod/mini-cooper-1-6-westminster-leder-navi-velgen-benzine-wit-bb80632f-b66c-4f14-a8ae-77c85c9bdad9,
"8,595 EUR",Ford,Fiesta,1.0,"183,318 km",2013,Petrol,Hatchback,Black,Eindhoven,75 kW (102 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/fiesta-10-101pk-titanium-navigatietelefoonbluetooth-audiotrekhaak17-inch-licht-metalen-velgen/18543126,
"12,900 EUR",Bmw,X5,xDrive30d,"325,708 km",2007,Diesel,Suv,Silver,Haarlem,176 kW (239 HP),Automatic,https://www.autotrader.nl/auto/voertuig/bmw-x5-xdrive30d-high-executive-aut-7-pers-panodak-sto-diesel/f8ff7e58-4d67-49ba-8aee-587cb52b47b9/,
