Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"49,900 EUR (569,000 NOK)",Bmw,X4m,40i,"94,820 km",2018,Petrol,Suv,Black,Stavanger,268 kW (364 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=335032381
"9,559 EUR (109,000 NOK)",Toyota,Avensis,1.8 VVT-i,"213,000 km",2013,Petrol,Wagon,Gray,Drammen,109 kW (148 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342200065
"39,376 EUR (449,000 NOK)",Bmw,M5,5.0 v10,"141,700 km",2005,Petrol,Sedan,Black,Oslo,378 kW (514 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343188178
"61,380 EUR (699,900 NOK)",Dodge,Ram 1500,5.7,"59,000 km",2020,Petrol,Pickup,Black,Ski,295 kW (401 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342170476
"148,211 EUR (1,690,000 NOK)",Porsche,911,3.8,"22,980 km",2015,Petrol,Coupe,Silver,Oslo,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=275649042
"6,051 EUR (69,000 NOK)",Mazda,3,1.6,"169,000 km",2012,Diesel,Hatchback,White,Stavanger,86 kW (117 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=335880841
"6,051 EUR (69,000 NOK)",Peugeot,3008,1.6,"227,900 km",2011,Diesel,Crossover,White,Oslo,82 kW (112 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=321420334
"30,606 EUR (349,000 NOK)",Volkswagen,Tiguan,2.0 TDI,"73,000 km",2018,Diesel,Crossover,Silver,Moelv,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342421386
"24,468 EUR (279,000 NOK)",Peugeot,5008,1.5,"100,000 km",2018,Diesel,Mpv,White,Stavanger,97 kW (132 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341239401
"8,682 EUR (99,000 NOK)",Ford,Transit,2.2,"167,000 km",2015,Diesel,Van,White,Drammen,93 kW (126 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343078445
"27,099 EUR (309,000 NOK)",Tesla,Model S,electro,"122,300 km",2018,Electric,Sedan,Gray,Skien,390 kW (530 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342302723
"34,991 EUR (399,000 NOK)",Audi,A6,3.0 TDI Quattro,"147,475 km",2015,Diesel,Wagon,Blue,Gjøvik,202 kW (275 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342055488
"57,793 EUR (659,000 NOK)",Bmw,7 Series,750i,"109,512 km",2016,Petrol,Sedan,Black,Bryne,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329729093
"78,920 EUR (899,900 NOK)",Porsche,Taycan,Turbo,"57,900 km",2020,Electric,Sedan,White,Porsgrunn,516 kW (702 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338744892
"72,702 EUR (829,000 NOK)",Bmw,7 Series,750Li xDrive,"60,000 km",2018,Petrol,Sedan,Black,Stavanger,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329720401
"21,837 EUR (249,000 NOK)",Bmw,3 Series,320d,"139,000 km",2008,Diesel,Convertible,Blue,Oslo,131 kW (178 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342696118
"17,452 EUR (199,000 NOK)",Bmw,3 Series,325xi,"129,530 km",2008,Petrol,Coupe,Silver,Oslo,162 kW (220 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343316605
"27,976 EUR (319,000 NOK)",Ford,Transit,2.0,"100,600 km",2017,Petrol,Van,White,Arendal,126 kW (171 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341341019
"16,224 EUR (185,000 NOK)",Mercedes Benz,E-Class,,"184,000 km",2009,Diesel,Sedan,Black,Kolbotn,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342001413
"86,734 EUR (989,000 NOK)",Porsche,Taycan,4S,"35,000 km",2021,Electric,Sedan,Black,Kolbotn,425 kW (578 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319016670
"7,805 EUR (89,000 NOK)",Mercedes Benz,E-Class,,"207,000 km",2007,Diesel,Sedan,Black,Stavanger,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=334663844
"8,682 EUR (99,000 NOK)",Volkswagen,Passat,2.0 TDI BlueMotion,"216,000 km",2012,Diesel,Wagon,Black,Skien,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342604631
"60,424 EUR (689,000 NOK)",Mercedes Benz,E-Class,63 AMG,"112,247 km",2014,Petrol,Wagon,Black,Tromsø,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340249609
"93,750 EUR (1,069,000 NOK)",Mercedes Benz,S-Class,63 AMG,"66,000 km",2017,Petrol,Sedan,Black,Sandnes,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343081055
"13,518 EUR (154,147 NOK)",Bmw,5 Series,,"234,000 km",2012,Diesel,Wagon,Gray,Skien,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=311103958
