Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"32,868 EUR (379,900 NOK)",Toyota,Hilux,2.4,"80,500 km",2020,Diesel,Pickup,Gray,Ski,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344710043
"3,452 EUR (39,900 NOK)",Ford,Transit,2.2,"197,500 km",2009,Diesel,Van,White,Oslo,82 kW (112 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=325583157
"28,032 EUR (324,000 NOK)",Subaru,Xv,,"88,000 km",2020,Petrol,Crossover,Gray,Skien,85 kW (116 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344141151
"36,251 EUR (419,000 NOK)",Porsche,Cayenne,3.0 diesel,"114,735 km",2014,Diesel,Suv,Black,Hamar,157 kW (214 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344793820
"22,408 EUR (259,000 NOK)",Mercedes Benz,E-Class,,"106,000 km",2013,Diesel,Sedan,Black,Sandnes,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344675078
"5,147 EUR (59,500 NOK)",Volkswagen,Up!,1.0,"94,320 km",2013,Petrol,Mini,Silver,Stange,44 kW (60 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=196398877
"14,688 EUR (169,777 NOK)",Bmw,5 Series,,"241,000 km",2011,Diesel,Sedan,Blue,As,157 kW (214 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319671044
"47,498 EUR (549,000 NOK)",Toyota,Hilux,2.8,"18,800 km",2021,Diesel,Pickup,White,Larvik,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343004268
"108,061 EUR (1,249,000 NOK)",Bmw,X7,xDrive30d,"38,564 km",2020,Diesel,Suv,Black,Fredrikstad,197 kW (268 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=335725803
"22,408 EUR (259,000 NOK)",Nissan,Navara,2.3,"114,780 km",2016,Diesel,Pickup,Gray,Porsgrunn,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344171940
"10,295 EUR (119,000 NOK)",Nissan,Leaf,,"46,500 km",2017,Electric,Hatchback,Gray,Sandnes,81 kW (110 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343907690
"39,712 EUR (459,000 NOK)",Bmw,X5,30d,"165,000 km",2014,Diesel,Suv,Black,Larvik,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343461589
"45,768 EUR (529,000 NOK)",Bmw,M5,4.4,"158,900 km",2013,Petrol,Sedan,Brown,Hokksund,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339194861
"27,677 EUR (319,900 NOK)",Bmw,X1,xDrive18d,"63,000 km",2018,Diesel,Suv,White,Moelv,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343976151
"5,610 EUR (64,845 NOK)",Volvo,V70,2.0 D,"246,000 km",2008,Diesel,Wagon,Black,Gjøvik,101 kW (137 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344441104
"5,623 EUR (65,000 NOK)",Nissan,Juke,1.5 dCi,"212,000 km",2012,Diesel,Crossover,Gray,Drammen,82 kW (112 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341588839
"46,546 EUR (538,000 NOK)",Bmw,5 Series,520d xDrive,"65,800 km",2020,Diesel,Wagon,White,Arendal,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342155224
"83,836 EUR (969,000 NOK)",Audi,E-Tron Gt,,"21,000 km",2022,Electric,Coupe,Gray,Vestby,481 kW (654 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342906605
"60,476 EUR (699,000 NOK)",Mercedes Benz,E-Class,43 AMG,"60,000 km",2018,Petrol,Sedan,Black,Sandnes,299 kW (407 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=337538273
"43,172 EUR (499,000 NOK)",Kia,Ev6,,"45,875 km",2022,Electric,Crossover,Blue,Tromsø,242 kW (329 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343133391
"5,623 EUR (65,000 NOK)",Ford,Grand C-Max,1.6,"171,000 km",2012,Diesel,Mpv,Gray,Skien,86 kW (117 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341205385
"1,399,000 EUR",Mercedes Benz,S-Class,63 AMG,"64,000 km",2018,Petrol,Sedan,Gray,Skien,456 kW (620 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=327946121
"6,488 EUR (75,000 NOK)",Bmw,5 Series,525d,"306,000 km",2007,Diesel,Wagon,Black,Furnes,146 kW (199 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=306591686
"6,047 EUR (69,900 NOK)",Bmw,5 Series,520d,"265,000 km",2007,Diesel,Wagon,Black,Sandnes,131 kW (178 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343224388
"4,749 EUR (54,900 NOK)",Ford,Grand C-Max,1.6,"163,000 km",2013,Diesel,Mpv,Black,Drammen,86 kW (117 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=329823327
"42,307 EUR (489,000 NOK)",Bmw,X5,40d,"128,000 km",2016,Diesel,Suv,Gray,Flisa,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340433547
"46,711 EUR (539,900 NOK)",Bmw,X5,30d,"126,000 km",2016,Diesel,Suv,Black,Stavanger,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341268058
"53,641 EUR (619,999 NOK)",Bmw,X5,M50d,"123,000 km",2016,Diesel,Suv,Black,Hønefoss,284 kW (386 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340220391
"17,217 EUR (199,000 NOK)",Peugeot,3008,1.6,"131,000 km",2017,Diesel,Crossover,Brown,Drammen,89 kW (121 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343972918
"5,190 EUR (59,990 NOK)",Bmw,5 Series,520d,"324,000 km",2009,Diesel,Wagon,Blue,Skien,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340010565
"28,464 EUR (329,000 NOK)",Mercedes Benz,E-Class,220 D,"164,000 km",2017,Diesel,Sedan,Black,Drammen,144 kW (196 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343972751
"8,565 EUR (99,000 NOK)",Nissan,Qashqai,1.5 dCi,"98,000 km",2012,Diesel,Crossover,Black,Jessheim,82 kW (112 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344744785
"8,565 EUR (99,000 NOK)",Mitsubishi,Outlander,2.2 HDi,"223,000 km",2010,Diesel,Suv,Blue,Sandnes,116 kW (158 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339477023
"69,214 EUR (799,999 NOK)",Toyota,Land Cruiser V8,4.5,"272,000 km",2013,Diesel,Suv,Black,Kristiansand,202 kW (275 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=312054094
"33,569 EUR (388,000 NOK)",Mercedes Benz,Eqc,400,"133,900 km",2021,Electric,Suv,Blue,Oslo,304 kW (413 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340895406
"69,206 EUR (799,900 NOK)",Mercedes Benz,S-Class,500 4MATIC,"93,000 km",2015,Petrol,Sedan,Black,Oslo,339 kW (461 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338094930
"112,474 EUR (1,299,999 NOK)",Lamborghini,Gallardo,5.2 LP 560-4,"37,550 km",2012,Petrol,Coupe,Orange,Vestby,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340113986
"6,488 EUR (74,990 NOK)",Peugeot,508,1.6 HDi,"211,000 km",2013,Diesel,Sedan,White,Skien,85 kW (116 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338698835
"58,746 EUR (679,000 NOK)",Bentley,Continental Gt,6.0 W12,"59,000 km",2006,Petrol,Coupe,Black,Kolbotn,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=332390865
"36,242 EUR (418,900 NOK)",Bmw,5 Series,530d xDrive,"209,833 km",2015,Diesel,Wagon,Black,Tromsø,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344243922
"46,200 EUR (534,000 NOK)",Volvo,V90,2.0 d5,"59,900 km",2017,Diesel,Wagon,Silver,Furnes,175 kW (238 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=191587688
"6,661 EUR (77,000 NOK)",Škoda,Superb,1.6 TDI,"224,951 km",2012,Diesel,Wagon,Silver,Oslo,78 kW (106 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=318564365
"8,565 EUR (99,000 NOK)",Volvo,V60,1.6 DRIVe,"210,000 km",2013,Diesel,Wagon,Gray,Skien,85 kW (116 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342371387
"23,351 EUR (269,900 NOK)",Bmw,5 Series,,"100,500 km",2013,Diesel,Wagon,Black,Al,162 kW (220 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341980916
"28,542 EUR (329,900 NOK)",Tesla,Model S,electro,"35,000 km",2017,Electric,Sedan,Red,Porsgrunn,391 kW (532 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342089303
"26,379 EUR (304,900 NOK)",Tesla,Model S,electro,"86,500 km",2018,Electric,Sedan,Black,Porsgrunn,391 kW (532 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343719193
"35,990 EUR",Citroen,C3,1.6,"114,000 km",2006,Petrol,Hatchback,Gray,Skien,81 kW (110 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341954818
"53,000 EUR",Citroen,C3,1.6,"112,000 km",2006,Petrol,Hatchback,Gray,Skien,81 kW (110 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=328641609
"59,696 EUR (689,990 NOK)",Mercedes Benz,Eqc,400,"6,500 km",2023,Electric,Suv,Black,Hønefoss,304 kW (413 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344507582
"59,265 EUR (685,000 NOK)",Ford,Mustang,5.0,"52,406 km",2013,Petrol,Coupe,Black,Oslo,426 kW (579 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=319320816
"17,217 EUR (199,000 NOK)",Volvo,Xc60,2.4 D4,"255,000 km",2013,Diesel,Crossover,Gray,Drammen,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343882573
"5,622 EUR (64,990 NOK)",Bmw,3 Series,320d,"227,000 km",2006,Diesel,Wagon,Silver,Skien,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341289521
"40,577 EUR (469,000 NOK)",Volkswagen,Touareg,3.0 TDI V6,"147,000 km",2017,Diesel,Suv,Silver,Kolbotn,195 kW (265 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342082401
"34,598 EUR (399,900 NOK)",Bmw,Z4m,,"85,000 km",2006,Petrol,Convertible,Black,Drammen,255 kW (347 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344066364
"15,530 EUR (179,500 NOK)",Mazda,6,2.2 cd,"222,000 km",2017,Diesel,Wagon,Brown,Hønefoss,130 kW (177 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342911358
"66,532 EUR (769,000 NOK)",Mercedes Benz,Gle-Class,350d 4Matic,"126,000 km",2018,Diesel,Suv,Black,Sandnes,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344136982
"37,981 EUR (439,000 NOK)",Tesla,Model X,electro,"92,000 km",2016,Electric,Suv,Gray,Siggerud,247 kW (336 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338922360
"6,834 EUR (79,000 NOK)",Citroen,C4 Aircross,,"149,000 km",2013,Diesel,Crossover,Brown,Drammen,85 kW (116 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=335975589
"13,834 EUR (159,900 NOK)",Opel,Mokka,1.6,"160,900 km",2016,Diesel,Crossover,Gray,Fredrikstad,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342984202
"28,909 EUR (334,147 NOK)",Bmw,5 Series,,"190,000 km",2017,Diesel,Wagon,Gray,Al,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=328746591
"7,612 EUR (87,990 NOK)",Audi,A4,2.0,"189,000 km",2006,Petrol,Wagon,Silver,Skien,178 kW (242 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342046081
"38,059 EUR (439,900 NOK)",Tesla,Model X,electro,"65,000 km",2017,Electric,Suv,Black,Siggerud,390 kW (530 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342100970
"19,885 EUR (229,845 NOK)",Bmw,X5,D,"268,000 km",2011,Diesel,Suv,Black,Hønefoss,182 kW (248 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343480823
"34,520 EUR (399,000 NOK)",Peugeot,E-Expert,,100 km,2022,Electric,Van,Black,Sandnes,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343999492
"20,677 EUR (239,000 NOK)",Bmw,X5,D,"218,000 km",2011,Diesel,Suv,Black,Sandnes,182 kW (248 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343886591
"6,834 EUR (79,000 NOK)",Audi,A6 Allroad,2.7 TDI,"211,000 km",2007,Diesel,Crossover,Blue,Skien,133 kW (181 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343560780
"24,993 EUR (288,880 NOK)",Hyundai,Kona,,"15,000 km",2020,Electric,Crossover,White,Oslo,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344223412
"15,478 EUR (178,900 NOK)",Ford,Galaxy,2.0 Duratorq,"153,000 km",2016,Diesel,Mpv,Gray,Skien,111 kW (151 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343891914
"27,677 EUR (319,900 NOK)",Mercedes Benz,C-Class,200D,"149,900 km",2019,Diesel,Wagon,Black,Sandnes,119 kW (162 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=342934426
"14,621 EUR (169,000 NOK)",Volkswagen,Caddy,1.4,"86,890 km",2019,Petrol,Pickup,White,Drammen,93 kW (126 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343882888
"49,229 EUR (569,000 NOK)",Bmw,X4m,40i,"94,820 km",2018,Petrol,Suv,Black,Stavanger,268 kW (364 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=335032381
"15,486 EUR (179,000 NOK)",Volkswagen,Caddy,1.4,"57,000 km",2019,Petrol,Pickup,White,Drammen,93 kW (126 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343882979
"29,329 EUR (339,000 NOK)",Volvo,Xc60,2.4 D5,"113,000 km",2015,Diesel,Crossover,White,Skien,134 kW (182 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343923100
"9,430 EUR (109,000 NOK)",Toyota,Avensis,1.8 VVT-i,"213,000 km",2013,Petrol,Wagon,Gray,Drammen,109 kW (148 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342200065
"24,052 EUR (278,000 NOK)",Volkswagen,Touran,1.4,"59,609 km",2018,Petrol,Mpv,Silver,Arendal,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344662836
"11,680 EUR (135,000 NOK)",Bmw,3 Series,325i,"191,800 km",2006,Petrol,Coupe,Gray,Kongsvinger,162 kW (220 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341708385
"38,846 EUR (449,000 NOK)",Bmw,M5,5.0 v10,"141,700 km",2005,Petrol,Sedan,Black,Oslo,378 kW (514 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343188178
"5,969 EUR (69,000 NOK)",Mazda,3,1.6,"169,000 km",2012,Diesel,Hatchback,White,Stavanger,86 kW (117 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=335880841
"5,969 EUR (69,000 NOK)",Peugeot,3008,1.6,"227,900 km",2011,Diesel,Crossover,White,Oslo,82 kW (112 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=321420334
"77,780 EUR (899,000 NOK)",Chevrolet,Camaro,6.2,"15,698 km",2017,Petrol,Coupe,Gray,Oslo,343 kW (466 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=310887734
"8,565 EUR (99,000 NOK)",Ford,Transit,2.2,"167,000 km",2015,Diesel,Van,White,Drammen,93 kW (126 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343078445
"26,734 EUR (309,000 NOK)",Tesla,Model S,electro,"122,300 km",2018,Electric,Sedan,Gray,Skien,390 kW (530 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342302723
"12,026 EUR (139,000 NOK)",Toyota,Avensis,1.8 VVT-i,"152,000 km",2013,Petrol,Wagon,Red,Jessheim,109 kW (148 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344706534
"34,520 EUR (399,000 NOK)",Audi,A6,3.0 TDI Quattro,"147,475 km",2015,Diesel,Wagon,Blue,Gjøvik,202 kW (275 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342055488
"57,015 EUR (659,000 NOK)",Bmw,7 Series,750i,"109,512 km",2016,Petrol,Sedan,Black,Bryne,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329729093
"77,858 EUR (899,900 NOK)",Porsche,Taycan,Turbo,"57,900 km",2020,Electric,Sedan,White,Porsgrunn,516 kW (702 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338744892
"71,723 EUR (829,000 NOK)",Bmw,7 Series,750Li xDrive,"60,000 km",2018,Petrol,Sedan,Black,Stavanger,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329720401
"20,755 EUR (239,900 NOK)",Bmw,3 Series,320d,"139,000 km",2008,Diesel,Convertible,Blue,Oslo,131 kW (178 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344772717
"25,869 EUR (299,000 NOK)",Bmw,X5,xDrive30d,"160,000 km",2013,Diesel,Suv,Black,Skien,182 kW (248 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343917968
"27,599 EUR (319,000 NOK)",Ford,Transit,2.0,"100,600 km",2017,Petrol,Van,White,Arendal,126 kW (171 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341341019
"25,869 EUR (299,000 NOK)",Jaguar,I-Pace,EV400S,"126,500 km",2019,Electric,Suv,Gray,Arendal,298 kW (405 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344662689
"7,700 EUR (89,000 NOK)",Mercedes Benz,E-Class,,"207,000 km",2007,Diesel,Sedan,Black,Stavanger,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=334663844
"77,780 EUR (899,000 NOK)",Land Rover,Range Rover Sport,3.0 SDV6,"97,000 km",2018,Diesel,Suv,Black,Kolbotn,228 kW (310 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342202488
"8,565 EUR (99,000 NOK)",Volkswagen,Passat,2.0 TDI BlueMotion,"216,000 km",2012,Diesel,Wagon,Black,Skien,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342604631
